"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count"
spring-boot-demo,"Thu, 1 Aug 2024 01:25:04 -0500",jackson-databind-2.11.2.jar,/Users/user/.m2/repository/com/fasterxml/jackson/core/jackson-databind/2.11.2/jackson-databind-2.11.2.jar,General data-binding functionality for Jackson: works on core streaming API,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",14fd0effa4d1d3e09edb36423be82aff,ee08bbd8975dde844307fe8309dfcd5ec7ee129d,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.11.2,"cpe:2.3:a:fasterxml:jackson-databind:2.11.2:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.11.2:*:*:*:*:*:*:*",CVE-2023-35116,CWE-770 Allocation of Resources Without Limits or Throttling,"jackson-databind through 2.15.2 allows attackers to cause a denial of service or other unspecified impact via a crafted object that uses cyclic dependencies. NOTE: the vendor's perspective is that this is not a valid vulnerability report, because the steps of constructing a cyclic data structure and trying to serialize it cannot be achieved by an external attacker.",NVD,"","","",MEDIUM,4.7,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGH,43
spring-boot-demo,"Thu, 1 Aug 2024 01:25:04 -0500",jakarta.el-3.0.3.jar,/Users/user/.m2/repository/org/glassfish/jakarta.el/3.0.3/jakarta.el-3.0.3.jar,"Jakarta Expression Language provides a specification document, API, reference implementation and TCK          that describes an expression language for Java applications.",EPL 2.0: http://www.eclipse.org/legal/epl-2.0 GPL2 w/ CPE: https://www.gnu.org/software/classpath/license.html,6bb54dbf912bf1b6c79592838db76b51,dab46ee1ee23f7197c13d7c40fce14817c9017df,pkg:maven/org.glassfish/jakarta.el@3.0.3,"cpe:2.3:a:eclipse:glassfish:3.0.3:*:*:*:*:*:*:*, cpe:2.3:a:eclipse:jakarta_expression_language:3.0.3:*:*:*:*:*:*:*",CVE-2021-28170,CWE-917 Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection'),"In the Jakarta Expression Language implementation 3.0.3 and earlier, a bug in the ELParserTokenManager enables invalid EL expressions to be evaluated as if they were valid.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,HIGH,38
spring-boot-demo,"Thu, 1 Aug 2024 01:25:04 -0500",log4j-api-2.13.3.jar,/Users/user/.m2/repository/org/apache/logging/log4j/log4j-api/2.13.3/log4j-api-2.13.3.jar,The Apache Log4j API,https://www.apache.org/licenses/LICENSE-2.0.txt,236b9969df6b394e88283a9f813b9b95,ec1508160b93d274b1add34419b897bae84c6ca9,pkg:maven/org.apache.logging.log4j/log4j-api@2.13.3,cpe:2.3:a:apache:log4j:2.13.3:*:*:*:*:*:*:*,CVE-2021-44228,"CWE-400 Uncontrolled Resource Consumption ('Resource Exhaustion'), CWE-502 Deserialization of Untrusted Data, CWE-20 Improper Input Validation","Apache Log4j2 2.0-beta9 through 2.15.0 (excluding security releases 2.12.2, 2.12.3, and 2.3.1) JNDI features used in configuration, log messages, and parameters do not protect against attacker controlled LDAP and other JNDI related endpoints. An attacker who can control log messages or log message parameters can execute arbitrary code loaded from LDAP servers when message lookup substitution is enabled. From log4j 2.15.0, this behavior has been disabled by default. From version 2.16.0 (along with 2.12.2, 2.12.3, and 2.3.1), this functionality has been completely removed. Note that this vulnerability is specific to log4j-core and does not affect log4net, log4cxx, or other Apache Logging Services projects.",NVD,HIGH,9.3,/AV:N/AC:M/Au:N/C:C/I:C/A:C,CRITICAL,10.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,HIGH,46
spring-boot-demo,"Thu, 1 Aug 2024 01:25:04 -0500",log4j-api-2.13.3.jar,/Users/user/.m2/repository/org/apache/logging/log4j/log4j-api/2.13.3/log4j-api-2.13.3.jar,The Apache Log4j API,https://www.apache.org/licenses/LICENSE-2.0.txt,236b9969df6b394e88283a9f813b9b95,ec1508160b93d274b1add34419b897bae84c6ca9,pkg:maven/org.apache.logging.log4j/log4j-api@2.13.3,cpe:2.3:a:apache:log4j:2.13.3:*:*:*:*:*:*:*,CVE-2021-44832,CWE-20 Improper Input Validation,"Apache Log4j2 versions 2.0-beta7 through 2.17.0 (excluding security fix releases 2.3.2 and 2.12.4) are vulnerable to a remote code execution (RCE) attack when a configuration uses a JDBC Appender with a JNDI LDAP data source URI when an attacker has control of the target LDAP server. This issue is fixed by limiting JNDI data source names to the java protocol in Log4j2 versions 2.17.1, 2.12.4, and 2.3.2.",NVD,HIGH,8.5,/AV:N/AC:M/Au:S/C:C/I:C/A:C,MEDIUM,6.6,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H,HIGH,46
spring-boot-demo,"Thu, 1 Aug 2024 01:25:04 -0500",log4j-api-2.13.3.jar,/Users/user/.m2/repository/org/apache/logging/log4j/log4j-api/2.13.3/log4j-api-2.13.3.jar,The Apache Log4j API,https://www.apache.org/licenses/LICENSE-2.0.txt,236b9969df6b394e88283a9f813b9b95,ec1508160b93d274b1add34419b897bae84c6ca9,pkg:maven/org.apache.logging.log4j/log4j-api@2.13.3,cpe:2.3:a:apache:log4j:2.13.3:*:*:*:*:*:*:*,CVE-2021-45046,CWE-917 Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection'),"It was found that the fix to address CVE-2021-44228 in Apache Log4j 2.15.0 was incomplete in certain non-default configurations. This could allows attackers with control over Thread Context Map (MDC) input data when the logging configuration uses a non-default Pattern Layout with either a Context Lookup (for example, $${ctx:loginId}) or a Thread Context Map pattern (%X, %mdc, or %MDC) to craft malicious input data using a JNDI Lookup pattern resulting in an information leak and remote code execution in some environments and local code execution in all environments. Log4j 2.16.0 (Java 8) and 2.12.2 (Java 7) fix this issue by removing support for message lookup patterns and disabling JNDI functionality by default.",NVD,MEDIUM,5.1,/AV:N/AC:H/Au:N/C:P/I:P/A:P,CRITICAL,9.0,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H,HIGH,46
spring-boot-demo,"Thu, 1 Aug 2024 01:25:04 -0500",log4j-api-2.13.3.jar,/Users/user/.m2/repository/org/apache/logging/log4j/log4j-api/2.13.3/log4j-api-2.13.3.jar,The Apache Log4j API,https://www.apache.org/licenses/LICENSE-2.0.txt,236b9969df6b394e88283a9f813b9b95,ec1508160b93d274b1add34419b897bae84c6ca9,pkg:maven/org.apache.logging.log4j/log4j-api@2.13.3,cpe:2.3:a:apache:log4j:2.13.3:*:*:*:*:*:*:*,CVE-2021-45105,"CWE-20 Improper Input Validation, CWE-674 Uncontrolled Recursion","Apache Log4j2 versions 2.0-alpha1 through 2.16.0 (excluding 2.12.3 and 2.3.1) did not protect from uncontrolled recursion from self-referential lookups. This allows an attacker with control over Thread Context Map data to cause a denial of service when a crafted string is interpreted. This issue was fixed in Log4j 2.17.0, 2.12.3, and 2.3.1.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:N/A:P,MEDIUM,5.9,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,46
spring-boot-demo,"Thu, 1 Aug 2024 01:25:04 -0500",logback-core-1.2.3.jar,/Users/user/.m2/repository/ch/qos/logback/logback-core/1.2.3/logback-core-1.2.3.jar,logback-core module,"http://www.eclipse.org/legal/epl-v10.html, http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html",841fc80c6edff60d947a3872a2db4d45,864344400c3d4d92dfeb0a305dc87d953677c03c,pkg:maven/ch.qos.logback/logback-core@1.2.3,cpe:2.3:a:qos:logback:1.2.3:*:*:*:*:*:*:*,CVE-2021-42550,CWE-502 Deserialization of Untrusted Data,"In logback version 1.2.7 and prior versions, an attacker with the required privileges to edit configurations files could craft a malicious configuration allowing to execute arbitrary code loaded from LDAP servers.",NVD,HIGH,8.5,/AV:N/AC:M/Au:S/C:C/I:C/A:C,MEDIUM,6.6,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H,HIGH,32
spring-boot-demo,"Thu, 1 Aug 2024 01:25:04 -0500",logback-core-1.2.3.jar,/Users/user/.m2/repository/ch/qos/logback/logback-core/1.2.3/logback-core-1.2.3.jar,logback-core module,"http://www.eclipse.org/legal/epl-v10.html, http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html",841fc80c6edff60d947a3872a2db4d45,864344400c3d4d92dfeb0a305dc87d953677c03c,pkg:maven/ch.qos.logback/logback-core@1.2.3,cpe:2.3:a:qos:logback:1.2.3:*:*:*:*:*:*:*,CVE-2023-6378,CWE-502 Deserialization of Untrusted Data,A serialization vulnerability in logback receiver component part of  logback version 1.4.11 allows an attacker to mount a Denial-Of-Service  attack by sending poisoned data.,NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,32
spring-boot-demo,"Thu, 1 Aug 2024 01:25:04 -0500",snakeyaml-1.26.jar,/Users/user/.m2/repository/org/yaml/snakeyaml/1.26/snakeyaml-1.26.jar,YAML 1.1 parser and emitter for Java,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",72d987f6193910b63c5e6881ab64da32,a78a8747147d2c5807683e76ec2b633e95c14fe9,pkg:maven/org.yaml/snakeyaml@1.26,cpe:2.3:a:snakeyaml_project:snakeyaml:1.26:*:*:*:*:*:*:*,CVE-2022-1471,CWE-502 Deserialization of Untrusted Data,SnakeYaml's Constructor() class does not restrict types which can be instantiated during deserialization. Deserializing yaml content provided by an attacker can lead to remote code execution. We recommend using SnakeYaml's SafeConsturctor when parsing untrusted content to restrict deserialization. We recommend upgrading to version 2.0 and beyond.,NVD,"","","",CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,28
spring-boot-demo,"Thu, 1 Aug 2024 01:25:04 -0500",snakeyaml-1.26.jar,/Users/user/.m2/repository/org/yaml/snakeyaml/1.26/snakeyaml-1.26.jar,YAML 1.1 parser and emitter for Java,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",72d987f6193910b63c5e6881ab64da32,a78a8747147d2c5807683e76ec2b633e95c14fe9,pkg:maven/org.yaml/snakeyaml@1.26,cpe:2.3:a:snakeyaml_project:snakeyaml:1.26:*:*:*:*:*:*:*,CVE-2022-25857,CWE-776 Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'),The package org.yaml:snakeyaml from 0 and before 1.31 are vulnerable to Denial of Service (DoS) due missing to nested depth limitation for collections.,NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,28
spring-boot-demo,"Thu, 1 Aug 2024 01:25:04 -0500",snakeyaml-1.26.jar,/Users/user/.m2/repository/org/yaml/snakeyaml/1.26/snakeyaml-1.26.jar,YAML 1.1 parser and emitter for Java,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",72d987f6193910b63c5e6881ab64da32,a78a8747147d2c5807683e76ec2b633e95c14fe9,pkg:maven/org.yaml/snakeyaml@1.26,cpe:2.3:a:snakeyaml_project:snakeyaml:1.26:*:*:*:*:*:*:*,CVE-2022-38749,CWE-787 Out-of-bounds Write,"Using snakeYAML to parse untrusted YAML files may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stackoverflow.",NVD,"","","",MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGH,28
spring-boot-demo,"Thu, 1 Aug 2024 01:25:04 -0500",snakeyaml-1.26.jar,/Users/user/.m2/repository/org/yaml/snakeyaml/1.26/snakeyaml-1.26.jar,YAML 1.1 parser and emitter for Java,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",72d987f6193910b63c5e6881ab64da32,a78a8747147d2c5807683e76ec2b633e95c14fe9,pkg:maven/org.yaml/snakeyaml@1.26,cpe:2.3:a:snakeyaml_project:snakeyaml:1.26:*:*:*:*:*:*:*,CVE-2022-38750,CWE-787 Out-of-bounds Write,"Using snakeYAML to parse untrusted YAML files may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stackoverflow.",NVD,"","","",MEDIUM,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,HIGH,28
spring-boot-demo,"Thu, 1 Aug 2024 01:25:04 -0500",snakeyaml-1.26.jar,/Users/user/.m2/repository/org/yaml/snakeyaml/1.26/snakeyaml-1.26.jar,YAML 1.1 parser and emitter for Java,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",72d987f6193910b63c5e6881ab64da32,a78a8747147d2c5807683e76ec2b633e95c14fe9,pkg:maven/org.yaml/snakeyaml@1.26,cpe:2.3:a:snakeyaml_project:snakeyaml:1.26:*:*:*:*:*:*:*,CVE-2022-38751,CWE-787 Out-of-bounds Write,"Using snakeYAML to parse untrusted YAML files may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stackoverflow.",NVD,"","","",MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGH,28
spring-boot-demo,"Thu, 1 Aug 2024 01:25:04 -0500",snakeyaml-1.26.jar,/Users/user/.m2/repository/org/yaml/snakeyaml/1.26/snakeyaml-1.26.jar,YAML 1.1 parser and emitter for Java,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",72d987f6193910b63c5e6881ab64da32,a78a8747147d2c5807683e76ec2b633e95c14fe9,pkg:maven/org.yaml/snakeyaml@1.26,cpe:2.3:a:snakeyaml_project:snakeyaml:1.26:*:*:*:*:*:*:*,CVE-2022-38752,CWE-787 Out-of-bounds Write,"Using snakeYAML to parse untrusted YAML files may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stack-overflow.",NVD,"","","",MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGH,28
spring-boot-demo,"Thu, 1 Aug 2024 01:25:04 -0500",snakeyaml-1.26.jar,/Users/user/.m2/repository/org/yaml/snakeyaml/1.26/snakeyaml-1.26.jar,YAML 1.1 parser and emitter for Java,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",72d987f6193910b63c5e6881ab64da32,a78a8747147d2c5807683e76ec2b633e95c14fe9,pkg:maven/org.yaml/snakeyaml@1.26,cpe:2.3:a:snakeyaml_project:snakeyaml:1.26:*:*:*:*:*:*:*,CVE-2022-41854,CWE-787 Out-of-bounds Write,"Those using Snakeyaml to parse untrusted YAML files may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stack overflow. This effect may support a denial of service attack.",NVD,"","","",MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,HIGH,28
spring-boot-demo,"Thu, 1 Aug 2024 01:25:04 -0500",spring-boot-2.3.4.RELEASE.jar,/Users/user/.m2/repository/org/springframework/boot/spring-boot/2.3.4.RELEASE/spring-boot-2.3.4.RELEASE.jar,Spring Boot,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",d344958f6acd622e442372aaa02953a9,f23f14ae4062d5983db89b7c7336166b6734fc57,pkg:maven/org.springframework.boot/spring-boot@2.3.4.RELEASE,"cpe:2.3:a:vmware:spring_boot:2.3.4:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:2.3.4:release:*:*:*:*:*:*",CVE-2013-4152,"CWE-264 Permissions, Privileges, and Access Controls","The Spring OXM wrapper in Spring Framework before 3.2.4 and 4.0.0.M1, when using the JAXB marshaller, does not disable entity resolution, which allows context-dependent attackers to read arbitrary files, cause a denial of service, and conduct CSRF attacks via an XML external entity declaration in conjunction with an entity reference in a (1) DOMSource, (2) StAXSource, (3) SAXSource, or (4) StreamSource, aka an XML External Entity (XXE) issue.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,"","","",HIGH,29
